Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
13/01/2019,0.0,0.2,0.0,0.0,0.0,-39.55,-52.81,-314.51,3.65,3.15,2.5,0.0,0.0,-4.378402706,-17.51448075
14/01/2019,0.0,0.0,0.0,0.0,0.0,-39.56,-52.81,-314.57,5.15,4.9,4.2,0.0,0.0,-4.608844953,-18.43629553
15/01/2019,0.0,0.0,0.0,0.0,0.0,-39.56,-52.82,-314.48,4.65,3.1,3.0,0.0,0.0,-4.608844953,-18.43629553
16/01/2019,0.0,0.0,0.0,0.0,0.0,-39.56,-52.82,-314.43,4.95,2.85,2.45,0.0,0.0,-4.608844953,-18.43629553
17/01/2019,0.2,1.8,1.2,2.2,1.0,-39.56,-52.82,-314.51,4.05,4.6,4.05,0.0,0.0,-4.608844953,-18.43629553
18/01/2019,4.8,14.4,13.0,15.6,10.0,-39.56,-52.82,-314.56,4.9,4.15,3.65,0.0,0.0,-4.608844953,-18.43629553
19/01/2019,2.2,9.4,6.4,8.8,6.0,-39.56,-52.82,-314.55,2.35,1.95,1.55,0.0,0.0,-4.608844953,-18.43629553
20/01/2019,2.0,2.2,2.4,3.8,3.2,-39.56,-52.82,-314.54,2.25,1.65,1.45,0.0,0.0,-4.378402706,-17.51448075
21/01/2019,0.0,0.2,0.0,1.6,0.0,-39.56,-52.82,-314.55,0.45,1.45,0.3,0.0,0.0,-4.608844953,-18.43629553
22/01/2019,4.0,1.2,1.0,1.0,12.0,-39.56,-52.82,-314.62,-1.25,-0.95,-1.0,0.0,0.0,-4.608844953,-18.43629553
23/01/2019,4.0,0.0,4.2,0.0,4.2,-39.56,-52.82,-314.7,0.2,-0.2,0.05,0.0,0.0,-4.608844953,-18.43629553
24/01/2019,12.6,19.4,9.0,0.6,61.4,-39.56,-52.82,-314.71,-0.1,-0.4,0.0,0.0,0.0,-4.608844953,-18.43629553
25/01/2019,0.0,0.0,0.0,0.2,64.6,-39.56,-52.82,-314.64,-1.25,-0.65,-0.55,0.0,0.0,-4.608844953,-18.43629553
26/01/2019,0.0,0.0,0.0,2.4,0.8,-39.57,-52.82,-314.56,1.3,1.65,1.25,0.0,0.0,-4.608844953,-18.43629553
27/01/2019,0.0,0.0,0.0,10.2,0.4,-39.57,-52.82,-314.58,3.95,2.9,2.65,0.0,0.0,-4.378402706,-17.51448075
28/01/2019,5.4,19.0,17.8,44.2,7.8,-39.56,-52.82,-314.67,3.1,2.25,2.6,0.0,0.0,-4.608844953,-18.43629553
29/01/2019,7.8,7.6,5.4,3.2,5.8,-39.56,-52.82,-314.61,-0.2,0.4,-0.45,0.0,0.0,-4.608844953,-18.43629553
30/01/2019,0.2,0.0,0.0,4.4,1.2,-39.56,-52.82,-314.64,-0.65,-2.05,-1.65,0.0,0.0,-4.608844953,-18.43629553
31/01/2019,11.8,13.2,14.2,0.4,1.0,-39.56,-52.82,-314.61,1.1,0.15,0.95,0.0,0.0,-4.608844953,-18.43629553
01/02/2019,9.8,20.2,20.8,41.4,13.6,-39.55,-52.81,-314.61,6.15,6.25,5.95,-0.336304945,-2.61592033,-5.131288265,-20.52221939
02/02/2019,54.6,76.3,67.8,88.6,21.6,-39.5,-52.78,-314.63,5.0,5.65,4.95,-0.336304945,-2.61592033,-5.131288265,-20.52221939
03/02/2019,22.6,44.0,35.4,50.0,17.2,-39.44,-52.74,-314.59,3.05,3.35,2.85,-0.319489698,-2.485124313,-4.874723852,-19.49610842
04/02/2019,4.8,7.6,7.4,9.4,12.8,-39.42,-52.73,-314.44,2.65,4.5,2.45,-0.336304945,-2.61592033,-5.131288265,-20.52221939
05/02/2019,0.0,0.0,0.0,0.0,4.8,-39.43,-52.73,-314.39,3.4,3.2,3.6,-0.336304945,-2.61592033,-5.131288265,-20.52221939
06/02/2019,0.0,0.0,0.0,0.0,2.2,-39.44,-52.74,-314.37,4.75,4.25,4.45,-0.336304945,-2.61592033,-5.131288265,-20.52221939
07/02/2019,0.0,0.0,0.0,0.0,0.0,-39.45,-52.74,-314.35,5.4,4.55,4.3,-0.336304945,-2.61592033,-5.131288265,-20.52221939
08/02/2019,0.0,0.0,0.0,0.0,0.0,-39.46,-52.75,-314.34,5.6,4.1,4.7,-0.336304945,-2.61592033,-5.131288265,-20.52221939
09/02/2019,0.0,0.0,0.0,0.0,0.0,-39.47,-52.76,-314.3,5.95,4.15,4.3,-0.336304945,-2.61592033,-5.131288265,-20.52221939
10/02/2019,0.0,0.0,0.2,0.2,0.0,-39.48,-52.76,-314.3,5.3,4.2,3.85,-0.319489698,-2.485124313,-4.874723852,-19.49610842
11/02/2019,0.0,0.0,0.0,0.0,0.0,-39.48,-52.76,-314.35,5.4,3.8,4.65,-0.336304945,-2.61592033,-5.131288265,-20.52221939
12/02/2019,0.0,0.0,0.0,0.0,0.0,-39.49,-52.77,-314.23,5.0,3.0,3.85,-0.336304945,-2.61592033,-5.131288265,-20.52221939
13/02/2019,0.0,0.0,0.0,0.0,0.0,-39.5,-52.77,-314.13,3.6,3.1,2.55,-0.336304945,-2.61592033,-5.131288265,-20.52221939
14/02/2019,0.0,0.0,0.0,0.0,0.0,-39.5,-52.78,-314.1,7.6,7.35,7.0,-0.336304945,-2.61592033,-5.131288265,-20.52221939
15/02/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-314.12,7.15,7.55,6.7,-0.336304945,-2.61592033,-5.131288265,-20.52221939
16/02/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-314.11,6.65,5.0,5.25,-0.336304945,-2.61592033,-5.131288265,-20.52221939
17/02/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-314.1,7.85,6.35,5.95,-0.319489698,-2.485124313,-4.874723852,-19.49610842
18/02/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.79,-314.11,6.75,5.2,5.25,-0.336304945,-2.61592033,-5.131288265,-20.52221939
19/02/2019,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-314.12,4.45,4.05,3.55,-0.336304945,-2.61592033,-5.131288265,-20.52221939
20/02/2019,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-314.1,5.4,4.05,3.65,-0.336304945,-2.61592033,-5.131288265,-20.52221939
21/02/2019,0.0,0.0,0.0,0.2,0.0,-39.52,-52.79,-314.06,6.75,5.75,5.3,-0.336304945,-2.61592033,-5.131288265,-20.52221939
22/02/2019,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-314.06,7.55,7.0,6.7,-0.336304945,-2.61592033,-5.131288265,-20.52221939
23/02/2019,4.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-314.07,1.7,2.15,1.45,-0.336304945,-2.61592033,-5.131288265,-20.52221939
24/02/2019,4.8,0.0,0.0,0.0,0.0,-39.53,-52.79,-314.02,0.25,2.95,0.4,-0.319489698,-2.485124313,-4.874723852,-19.49610842
25/02/2019,0.6,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.0,4.55,4.4,4.6,-0.336304945,-2.61592033,-5.131288265,-20.52221939
26/02/2019,0.8,0.0,0.0,0.0,0.0,-39.53,-52.8,-313.99,8.15,6.7,6.65,-0.336304945,-2.61592033,-5.131288265,-20.52221939
27/02/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.0,11.35,10.6,9.55,-0.336304945,-2.61592033,-5.131288265,-20.52221939
28/02/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.01,9.35,8.05,8.2,-0.336304945,-2.61592033,-5.131288265,-20.52221939
01/03/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.08,6.35,5.05,4.95,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
02/03/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.06,9.4,8.1,7.95,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
03/03/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.0,9.55,7.1,7.8,-0.299917274,-2.300779396,-4.447581686,-17.54010406
04/03/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.02,7.05,6.7,5.65,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
05/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-314.02,7.85,7.65,6.4,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
06/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.97,8.55,6.0,6.2,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
07/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.99,10.6,10.15,10.05,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
08/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.95,8.7,7.9,7.0,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
09/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.9,8.8,7.45,6.9,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
10/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.91,8.8,6.05,6.55,-0.299917274,-2.300779396,-4.447581686,-17.54010406
11/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.97,6.15,6.25,5.55,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
12/03/2019,3.2,4.8,4.2,0.2,0.8,-39.55,-52.8,-313.92,3.25,2.35,3.4,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
13/03/2019,0.0,0.0,0.0,4.2,2.6,-39.54,-52.8,-313.96,5.7,4.2,3.7,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
14/03/2019,0.4,3.2,3.0,5.2,1.4,-39.54,-52.8,-313.97,5.9,5.05,6.0,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
15/03/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.95,9.0,9.0,8.75,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
16/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.9,8.5,6.15,7.0,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
17/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.9,8.75,8.55,7.15,-0.299917274,-2.300779396,-4.447581686,-17.54010406
18/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.93,6.75,6.45,5.95,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
19/03/2019,1.2,2.0,4.2,3.6,2.8,-39.55,-52.8,-313.9,3.05,3.1,2.8,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
20/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.83,3.65,4.2,3.7,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
21/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.8,7.1,7.15,7.05,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
22/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.79,10.6,9.8,9.45,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
23/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.81,12.2,10.4,10.15,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
24/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.82,13.15,11.1,11.4,-0.299917274,-2.300779396,-4.447581686,-17.54010406
25/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.88,10.75,11.3,10.4,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
26/03/2019,2.2,4.8,0.4,4.0,1.6,-39.55,-52.8,-313.91,2.9,4.0,2.8,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
27/03/2019,2.4,0.0,0.0,0.6,0.4,-39.55,-52.81,-313.84,5.75,5.5,5.6,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
28/03/2019,0.0,0.0,0.0,0.0,0.8,-39.55,-52.8,-313.81,4.9,4.95,4.85,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
29/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.77,7.45,6.95,6.5,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
30/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.78,9.15,7.1,7.7,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
31/03/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.83,12.15,9.8,10.15,-0.299917274,-2.300779396,-4.447581686,-17.54010406
01/04/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.85,12.9,10.95,11.55,-0.326077778,-2.473255556,-4.849788889,-19.10786667
02/04/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.85,11.0,11.35,10.9,-0.326077778,-2.473255556,-4.849788889,-19.10786667
03/04/2019,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.89,7.75,7.3,7.0,-0.326077778,-2.473255556,-4.849788889,-19.10786667
04/04/2019,4.2,9.0,11.0,10.0,5.8,-39.53,-52.79,-313.96,4.9,4.65,5.0,-0.326077778,-2.473255556,-4.849788889,-19.10786667
05/04/2019,63.4,85.6,74.8,90.4,23.4,-39.51,-52.78,-313.94,4.4,4.05,4.35,-0.326077778,-2.473255556,-4.849788889,-19.10786667
06/04/2019,0.0,0.0,0.0,0.0,6.2,-39.52,-52.78,-313.89,7.65,5.9,5.8,-0.326077778,-2.473255556,-4.849788889,-19.10786667
07/04/2019,0.8,1.8,1.8,2.8,2.6,-39.52,-52.78,-313.88,7.25,6.7,5.5,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
08/04/2019,0.0,0.2,0.0,0.2,0.0,-39.52,-52.78,-313.86,6.8,6.2,5.8,-0.326077778,-2.473255556,-4.849788889,-19.10786667
09/04/2019,0.0,0.0,0.0,0.0,0.0,-39.52,-52.78,-313.84,9.5,9.6,8.2,-0.326077778,-2.473255556,-4.849788889,-19.10786667
10/04/2019,0.0,0.8,0.0,1.4,1.0,-39.52,-52.79,-313.84,7.95,7.15,6.7,-0.326077778,-2.473255556,-4.849788889,-19.10786667
11/04/2019,3.4,3.2,2.0,3.0,2.2,-39.52,-52.79,-313.83,8.2,7.65,7.7,-0.326077778,-2.473255556,-4.849788889,-19.10786667
12/04/2019,8.0,10.0,12.2,17.8,3.0,-39.52,-52.79,-313.8,8.15,7.85,7.75,-0.326077778,-2.473255556,-4.849788889,-19.10786667
13/04/2019,8.6,0.0,2.0,0.0,0.2,-39.52,-52.79,-313.78,6.15,6.4,6.1,-0.326077778,-2.473255556,-4.849788889,-19.10786667
14/04/2019,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-313.78,6.15,4.9,4.35,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
15/04/2019,3.0,21.8,4.4,14.2,4.2,-39.53,-52.79,-313.73,6.7,7.05,6.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
16/04/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.68,8.75,7.4,6.85,-0.326077778,-2.473255556,-4.849788889,-19.10786667
17/04/2019,2.4,8.5,0.0,7.2,1.6,-39.53,-52.79,-313.66,10.1,9.55,9.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
18/04/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.64,11.0,10.1,9.45,-0.326077778,-2.473255556,-4.849788889,-19.10786667
19/04/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.6,11.45,10.25,10.5,-0.326077778,-2.473255556,-4.849788889,-19.10786667
20/04/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.62,12.7,10.55,11.05,-0.326077778,-2.473255556,-4.849788889,-19.10786667
21/04/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.66,14.3,13.2,12.9,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
22/04/2019,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.75,13.95,13.15,12.6,-0.326077778,-2.473255556,-4.849788889,-19.10786667
23/04/2019,28.6,46.9,33.4,48.0,15.0,-39.52,-52.79,-313.78,10.55,10.6,10.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
24/04/2019,13.6,16.0,38.4,19.6,12.2,-39.51,-52.78,-313.68,13.9,12.85,13.25,-0.326077778,-2.473255556,-4.849788889,-19.10786667
25/04/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.64,17.45,14.75,15.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
26/04/2019,0.2,0.0,0.6,0.4,0.2,-39.51,-52.78,-313.65,10.95,11.3,10.65,-0.326077778,-2.473255556,-4.849788889,-19.10786667
27/04/2019,5.0,7.8,5.6,6.6,1.4,-39.51,-52.78,-313.64,11.35,10.6,11.25,-0.326077778,-2.473255556,-4.849788889,-19.10786667
28/04/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.67,10.2,8.55,8.85,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
29/04/2019,1.8,1.4,0.4,3.0,1.4,-39.51,-52.78,-313.68,5.7,6.2,6.05,-0.326077778,-2.473255556,-4.849788889,-19.10786667
30/04/2019,5.0,4.8,6.8,4.2,1.8,-39.51,-52.78,-313.65,8.75,7.35,8.6,-0.326077778,-2.473255556,-4.849788889,-19.10786667
01/05/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.63,10.75,9.85,9.6,-0.29973607,-2.491041056,-4.767845994,-18.55784599
02/05/2019,2.6,4.6,4.6,3.6,3.0,-39.51,-52.78,-313.61,11.3,9.65,9.7,-0.29973607,-2.491041056,-4.767845994,-18.55784599
03/05/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.63,11.55,10.95,10.6,-0.29973607,-2.491041056,-4.767845994,-18.55784599
04/05/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.68,10.4,9.6,9.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
05/05/2019,2.6,5.0,3.6,7.8,2.2,-39.51,-52.77,-313.72,5.95,4.6,5.05,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
06/05/2019,11.8,6.4,10.0,8.0,11.2,-39.51,-52.77,-313.61,4.55,4.8,4.05,-0.29973607,-2.491041056,-4.767845994,-18.55784599
07/05/2019,0.0,0.4,0.4,1.0,0.6,-39.51,-52.77,-313.51,9.1,7.3,6.85,-0.29973607,-2.491041056,-4.767845994,-18.55784599
08/05/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.77,-313.51,8.95,6.75,7.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
09/05/2019,2.2,7.6,7.0,9.2,3.4,-39.51,-52.77,-313.57,11.4,11.5,10.8,-0.29973607,-2.491041056,-4.767845994,-18.55784599
10/05/2019,0.0,0.2,0.0,0.2,0.0,-39.51,-52.77,-313.51,12.05,11.05,11.4,-0.29973607,-2.491041056,-4.767845994,-18.55784599
11/05/2019,0.0,0.0,0.0,0.0,0.0,-39.51,-52.77,-313.47,12.3,10.25,11.1,-0.29973607,-2.491041056,-4.767845994,-18.55784599
12/05/2019,17.2,10.4,14.8,10.8,2.2,-39.5,-52.77,-313.52,8.85,8.35,8.7,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
13/05/2019,37.4,26.2,35.6,27.2,15.4,-39.5,-52.77,-313.49,6.9,9.2,6.9,-0.29973607,-2.491041056,-4.767845994,-18.55784599
14/05/2019,0.0,0.2,0.0,0.0,0.0,-39.49,-52.76,-313.46,5.55,7.35,5.35,-0.29973607,-2.491041056,-4.767845994,-18.55784599
15/05/2019,0.0,0.0,0.0,0.0,0.0,-39.49,-52.76,-313.48,4.35,5.25,4.35,-0.29973607,-2.491041056,-4.767845994,-18.55784599
16/05/2019,1.2,1.2,0.6,1.4,3.6,-39.49,-52.76,-313.45,8.65,7.7,8.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
17/05/2019,0.0,0.0,0.0,0.0,0.0,-39.49,-52.76,-313.45,10.9,9.0,9.0,-0.29973607,-2.491041056,-4.767845994,-18.55784599
18/05/2019,23.4,12.4,20.8,16.8,4.4,-39.48,-52.76,-313.47,10.4,10.25,10.05,-0.29973607,-2.491041056,-4.767845994,-18.55784599
19/05/2019,9.0,23.1,35.0,24.8,7.8,-39.48,-52.75,-313.44,9.5,9.05,9.65,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
20/05/2019,24.4,32.6,21.6,21.8,7.2,-39.47,-52.75,-313.39,10.25,9.8,9.2,-0.29973607,-2.491041056,-4.767845994,-18.55784599
21/05/2019,1.6,2.6,3.0,4.0,1.8,-39.47,-52.75,-313.33,11.9,12.5,11.45,-0.29973607,-2.491041056,-4.767845994,-18.55784599
22/05/2019,0.0,1.2,0.6,2.2,0.4,-39.46,-52.74,-313.28,11.0,11.3,11.25,-0.29973607,-2.491041056,-4.767845994,-18.55784599
23/05/2019,15.2,13.9,15.8,20.0,6.2,-39.46,-52.74,-313.25,13.0,12.85,12.55,-0.29973607,-2.491041056,-4.767845994,-18.55784599
24/05/2019,3.2,0.2,0.4,0.8,2.2,-39.46,-52.74,-313.24,14.1,13.6,12.45,-0.29973607,-2.491041056,-4.767845994,-18.55784599
25/05/2019,0.0,0.0,0.2,0.2,0.2,-39.46,-52.74,-313.22,14.95,12.45,13.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
26/05/2019,6.2,9.4,6.4,7.2,6.6,-39.46,-52.74,-313.23,11.95,11.75,11.8,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
27/05/2019,17.4,30.4,22.0,35.0,12.0,-39.45,-52.73,-313.24,14.45,13.2,13.95,-0.29973607,-2.491041056,-4.767845994,-18.55784599
28/05/2019,39.2,17.1,16.8,18.6,6.8,-39.44,-52.73,-313.21,13.05,12.65,12.4,-0.29973607,-2.491041056,-4.767845994,-18.55784599
29/05/2019,4.2,14.9,5.2,14.8,6.2,-39.43,-52.72,-313.15,11.05,11.75,10.4,-0.29973607,-2.491041056,-4.767845994,-18.55784599
30/05/2019,13.0,11.1,34.4,21.6,6.0,-39.43,-52.72,-313.04,10.7,10.55,10.75,-0.29973607,-2.491041056,-4.767845994,-18.55784599
31/05/2019,0.0,0.0,0.4,0.0,0.0,-39.43,-52.72,-312.99,11.85,11.1,12.0,-0.29973607,-2.491041056,-4.767845994,-18.55784599
01/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.96,15.0,14.5,14.3,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
02/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.95,18.05,17.2,18.4,-0.312257692,-2.450719872,-4.956382222,-18.31052167
03/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.92,20.1,16.85,17.45,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
04/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.9,19.0,15.95,18.2,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
05/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.89,18.2,16.3,17.5,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
06/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.84,16.5,14.7,14.9,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
07/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.77,17.35,16.5,16.85,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
08/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.71,22.95,21.15,21.45,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
09/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.69,23.55,20.75,21.6,-0.312257692,-2.450719872,-4.956382222,-18.31052167
10/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.72,24.25,22.45,22.45,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
11/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.72,21.6,19.55,21.1,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
12/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.68,21.1,19.1,19.75,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
13/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.61,20.2,18.15,18.35,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
14/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.56,24.9,23.0,21.9,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
15/06/2019,0.6,0.0,0.4,0.2,0.2,-39.43,-52.72,-312.55,20.9,20.15,19.7,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
16/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.52,20.15,19.0,19.15,-0.312257692,-2.450719872,-4.956382222,-18.31052167
17/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.5,21.35,18.55,20.0,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
18/06/2019,1.2,0.0,0.2,0.0,0.0,-39.43,-52.72,-312.47,21.55,19.4,20.15,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
19/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.44,21.15,19.5,20.6,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
20/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.41,21.1,19.6,19.7,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
21/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.37,21.7,18.65,19.5,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
22/06/2019,0.2,0.0,0.0,0.0,0.2,-39.43,-52.72,-312.36,22.0,19.85,19.55,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
23/06/2019,0.0,0.0,0.0,0.0,0.2,-39.43,-52.72,-312.33,20.2,19.7,19.3,-0.312257692,-2.450719872,-4.956382222,-18.31052167
24/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.27,21.8,20.6,20.9,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
25/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.22,22.8,21.75,22.35,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
26/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.19,23.5,22.15,23.05,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
27/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.18,25.0,23.55,24.6,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
